10,10,0
20,10,0
30,10,0
40,10,0
50,10,0
60,10,0
70,10,0
80,10,0
90,10,0
100,100,0
200,100,0.00000145
300,100,0.000029
400,100,0.000143
500,100,0.000451
600,100,0.000861
700,100,0.00154
800,100,0.00231
900,100,0.0032
1000,1000,0.0066
2000,1000,0.00974
3000,1000,0.011
4000,1000,0.0121
5000,1000,0.0133
6000,1000,0.0151
7000,1000,0.0174
8000,1000,0.0197
9000,1000,0.0222
